ID	bias
UINkmzkakAYOAJDn	0
rbSda2lL0BE0b0dY	0
wGNjUlfJkw3eplxT	1
9nDpu2cmncpXdj3K	1
8tUkyN6zPbargUdr	2
hWzhokXDRBsZEgEm	2
EB8wGPKuG6a0Tzfs	2
NfJz98KCsYDyzLMt	0
Jscg20Fdp49htlvS	2
xSBojqwA3MapnIJK	0
c0cpgEhvEXrSvxPN	2
pW8xmntRE0H41mZT	1
hLJTwX29AEClgy3a	0
JypUDUoQkSyot7Ou	2
BJX07Fd4FewxBxV5	1
EQGeukEYk0vpWRT3	0
wkOsZz6iUIesLsjP	0
trQk2UKRspIoFpTq	2
CtdbgQuQC0ZZmAWF	2
BTKdfvyeGIkwnhwC	0
TSrIsDgQvUgWmhMO	0
EA10R1vTXVUKSiX4	2
nsMzt6t8mJu7kspg	2
9CQrA1YRgfmvBndi	2
f2xBf3SqhLxznq6q	1
MZXmFvsHwu1omPpm	0
vBUMmLaiPsV5kUqC	1
MeRvl73ua1bzZ45e	1
YXP8yDGSXNxcSpG8	2
PPxVlppFFdr3L6ii	2
9BtaeR4KkE02JpwR	0
HGLVbwRArxQHdBKE	1
XssDNRiCrnhutjoq	1
zss18wtDKBw6g8A5	2
6FD5P2f7KCCCtgs1	2
qH44WhbfIAVhxCea	1
FOWQSpLxHnnXeiP6	2
nnDbnE4BlvqbBTiD	1
ZTEwl34KP7Vx9lDF	0
NtJ22N7uwYNEEoim	2
psIOAWC29lj7Yf9H	2
GJk9L0Yg5MX3vkGb	0
krI92RakmCvWWDHS	0
Ez0kgpEgveUNFF6A	2
xmhaCyzzFEz3u9sg	2
czs0LNpR83P4Xde6	0
P18XqPoGUQ2MTK6G	0
Z3c5psd9v81nIFPr	0
fZxR6IDNeT5Z3uqJ	1
hoI8F6dhaBbyw9V0	2
uP1PQwI05aOzkyAJ	1
bRnDRYlm3cB8WCMI	1
Iqdenz6a7X2pbUvW	2
2dhdFbYu6stG7pXR	2
dyrIRZm4P4eSjxeN	1
LW3udRAVYSfBUiWz	0
LowchkASLdMeaNCs	1
gmqUG0A3n3jBqjjJ	1
RZokbcLmSwGn0aoH	1
xNwRjSOl5cET8hUU	2
j55pzJG9V3K8KchN	2
MyVxgz7oMaLPpRhK	1
SlIXr3Wrv31ZO3Fa	0
j0QkIBqj73CVHc6M	0
zNkVdRoFcULZPIHP	0
abHfwadgqvUL9k4C	0
PlDKzQQn9Hu2NpWe	0
7FX9gbUKBw1Pc7mB	1
zZEmuuLbWHvesHdJ	2
Xo7XJj3CnLB1iOu7	0
u5cFyL6JuS9yfaJu	2
kTAVp6sIYHhSvHiu	0
sslyySUDpT6RzrBu	1
V3Wh2CtrSdRpOW8D	2
fosBx12UnnB0um8T	1
HgG8PBPSNqQlSW96	2
VJWwFaW8SvCG0gvv	0
HU5hQ8VDwxqEY3Un	0
mOqO620orh70CqMf	0
lZXDgoCyAtopNvGv	1
6cnCVcg4LUxcI4bx	2
TTMMv57AIfDfTSQh	1
y9eRECVnaQMklJ3p	0
hjAqwgvnoMF69tKP	1
jX3d9A49Mzkjm3aM	1
Xe4cfTuGsu6rk5ch	0
I5ExMIYLLQtuW4bo	2
7mjNfWYHglwRL9me	0
YrZbLYoNgkIy0Q8r	0
XKS1s1SEOZ3ieHQX	1
k8VHHLcuu9SCZh04	2
4Y0XKGVlv5FdQOxN	1
Wb7wvPsoOqHemmJR	1
pGCdraPlWWYccp6j	1
HOoZahEl2VAAbrXY	0
GWaWcA6XQhIopcBI	0
bn0hkWTtBMq79NGR	0
vGgB8SI3fDlpNlnH	2
dYFu8h9XyGNczNGd	0
4crEUWky3zMCo1FS	1
6L7URH7hTYPKuQB8	2
i917YA24euHR9rkU	0
dCVUy0BOjkvYOxRL	2
zMQgnuU32PpdsoDj	1
DA4Xb18gIwQFyYOO	0
gBi8V1e3zeQh3kuE	0
d5ZEWNtCpfqcNVf1	0
OmJrxSeNZZ0BSQG5	0
qNwzw437vgLnWpSA	1
UhDywa7svzZCVAj8	0
acqBhrkM6y4uz6rC	0
AOIjmKUT6XnMAaRk	1
qp7ji4TSCsAA9e73	2
iLl33AMhNmgtoP2N	1
aN6chEuhnX4vsvU8	1
QCBuxGAJ4t4ajvs2	0
xcpowaDzjH6tAjrW	2
2rLWshsLi69hEfJZ	0
vqOi2R8Y7r3crI7E	2
gVLRftbAekh4kUvP	2
BUtN1kNHIZfY6EQJ	2
shtNO5Tu7Ig6I45S	1
IydkiTtRZYtJZ1uS	1
DCL6J3HRUy1H79Vw	1
EUJxpjUGx7raEhZ8	2
Xx2qOHrz67iFf8gx	0
6bW2e2PNWB7hthk1	0
gfvQGz5ZU3Z281zu	2
cipxOdMjniisAL9J	0
CkMeMTupEQN6pLJB	2
vEC4QFGbp6rvYiCV	1
AK3x5IY9fCBythhM	1
qM2tyOVseBWoQ7Um	0
fjgq8imNO0kTEzO2	0
3QCub5upuGSoyrgI	2
7fTU5j612eZc6Vub	1
XC2BsvzTBWgmbOhz	0
Oe61wSewCHaqH1Sv	1
no0UTRcya8cnpbQr	2
fusXsgxsUfufjOau	2
EVCxahegbW4wTjjz	2
eWUs2EPb5j39Nm65	1
yEWqeGgSFJT6PZ0m	1
NqQoDjVgY1EJZUSR	1
iIvhoSTy9r8p3d9I	0
nXbTfvwqOTA5m4mx	0
gupyI3Haj8ZUq4g0	1
g9PYGRhwT0JdfZiw	0
Vpt7OpevKkL469mR	2
ki5tTQpXAwfEaZEl	1
NCWYlJswYwQJjZjK	2
eHJwKwP5yDpAKMhW	2
BTjtMziqIiEg39n4	0
JWX5iF2fbaM66etj	0
wdKZywhVDYYG4XYA	0
0gzanB9ofcXjg0RR	1
h7dy6cAudfS40yxp	2
sAji2RH7917SbYvv	0
HQ1Jf6PoVuwXSyhV	2
xNgqMStu1aqA9YMy	2
LwzBD1x4ebikb7QY	1
LwK5PEasZQPvdRZd	1
KbcUeO6Eom3ejIZg	0
DOqwvvdmd3rPHvJT	0
frZ6Zgc2nQa0To3A	2
Fr5uLGV0qNksVEjK	1
OLjov1cQW7eU9QLy	0
aKPQqtVcVrF6GuS6	0
snk7Ig1nyg8G6Toy	0
1Ao4Kuh0Jpv4Xekb	2
otHRePjRV9VWAesf	1
6SOuqeByAXmgkYuI	2
4LrRgIZcTjeReiVx	1
G8GCkA8VTzZNyKTn	2
OkxFlQ6U0Nbc3YCZ	0
sjCSDEkGZTe5pT0M	0
H8KI6jGYQqLmm2mp	2
BjbvUHgywMO2O7ZU	0
kPCtUsYgIHiMRxbJ	2
LMsTwT0dWrg3nnMP	1
Q4YXorwgKO0Qt9Uf	1
Khqnw41MzsYQ6for	2
wrqteU8rj4020OPc	2
x6S7xfX1hgW3XtEk	1
Mttu37LSxIYjMOsi	2
PduT4oUpsVCcJohf	2
u269YvWdZBZDw5Q6	2
Jwg8DjNFnOlXIOBw	0
RkN51P13Fv9QLyqz	2
JEejpZ9VOAwkTdYa	1
FaQEFgWqdJM9Dijx	0
4YVBv5o4863yO3Ll	2
sR9ruGGxyR9lOncd	1
PCGmhlAnqmHOkky3	1
MSCZ2APrZxLywht5	2
oqxOIaCezsQVX2OF	2
C7NxJ89sBvlZhevn	1
QVOC7AvlHSIEEpuE	2
oF9g0PLa0NAFQ7WA	0
GhMB0WlL6K9HHI9p	0
rCFc4B2t7ztpP9PP	1
Dg6A4lRDh3F2gf72	2
MoBGpgrCJ9Ce3VeL	0
QxczwSQIXh5le0Zf	0
ffMhPqm8DAMN0Dp2	0
wDiWfS8o6KpxF67f	0
mLWEscyFciUP1cSZ	2
1Tj3exfFLcifZBl0	0
OtQihbTgcksAZ3MH	1
9b7mhtQESqmiex0W	2
aap7SALCXuO1i5fH	1
V5gWwK3dNqWAO0QK	0
zmmEWcfbqF8yr1DX	0
Tn1N6e3gd4xEHdTl	1
rcMRRY3DTHA3OPJf	0
HHO1X3AittvDA1fO	0
usU1macglJTM80nk	0
G7qHPDW7qScYtclv	1
kzaQkuC5bVZHEOgz	0
40rhiJvrcx8dTK7r	1
St22efcGkzjOFfSj	1
FBaA9UC2lCP7ts8S	0
zQdzm7w2xkGrpBaB	2
2CABKd8dIW8tQqOG	1
WbgUFIa5Wq6aJedR	2
HQRmuIwPti8uHyOh	0
bUxd67v1Ow7Q6vFc	2
CrSMInCRXkk4ZBS9	1
wxgJyrOELeSWRgyo	0
63hOPrzyi39qW3L2	0
Zq2Iul4U4gvXeuew	1
3CCfP0nooYJlVIhK	1
6nGggC9h7TpahLL2	2
awHzbSSIv1sTCHgI	2
w7ngiZPmkOx9SAul	0
YKJ7Q6ombXr9gjr7	0
lKaF3QuoVpnqGUl4	0
xgLb5MXfBz1StpGm	2
c1osjH3GV9ggSVF7	0
CJrgT9i6KZkqDeHW	2
cypPMaz5v7XTu7Y3	0
E5xLdx0t0IDdLSXU	0
ushvgO45DzWkYdzh	2
LwZy8a4RI1zK3Rio	0
CkFCXPkdcMCIRKk4	1
unXeXYJvXDzctmGI	1
jSq9bGv7QLFziSlL	2
LaP1d07gKre3euos	1
DjvEvQ0Jgr4GinSq	0
W46NHAHY0SaFJHOX	2
kzgZi5NYLjKA91TA	2
CHRU4zLQwzmR8dCO	1
1bD3H7yHftt4vZO4	0
P4UE5hwb7Xz024j6	2
OOBfIDy93gNjbmxv	0
IluhnjQpgqztM564	2
4SLGmEbUByoJ3D7l	0
fZwRJMax7jrPEE3G	0
S1L9WPheB2ix1yvX	1
345xTP7lDXt5S3KH	2
qczojaWvSdGnD9sT	2
XxvVYjuLX904Wedk	2
snWwiB7hrNeL4QLu	0
RB8QJSn8f997ENqj	2
DeUSwPFBgNZV0RAM	2
v2wTodoM9PEFz2OH	0
pyDKRzEm8GsvJUUG	2
WliuhuwAOJqB4iSh	0
bfGxnijLkBPTU9Sm	1
XDVOxv8XpjfL3MTV	0
S4MaDpIiFZOlOCw8	2
nrn5MAQtdZm0i3cl	2
MX5gMUILvbwFDD5Z	0
ufF6EOpmOlwcwSwE	0
On5FIXTdegfR4Olr	0
juVzibJRryjoJgEl	1
TLHZYfWwgzqPq5zJ	0
xCTu2Hdmr5LZfWJT	0
t3QK65Hophn5dkOh	2
a5vCV3PzkfTD5nvP	0
sC9BoALxgWfzvifI	1
Raaw3bi957EcdwDF	0
V48brpBN9inSaASM	2
B1TH1L2K83ee9ULe	2
zOPcpN9bQ7WG1p85	2
v0veo2Mp6ee73iIv	0
gvCaUI3ieWdwFsNQ	0
uimSh49eGpDQbE2A	1
OJtAGpWGDw94K6uH	1
JeYeWh3Gq8Wo4IGd	2
j6bAekmgMyca1UEK	2
S6o8G1AJWWz0e0Ex	2
pGWPhzkDRqX3h9CM	1
xc9sbu2e7u6xNk36	2
stm9eLklGgStw5uT	2
igYJh5YJHsHyZwph	2
BJOEXwdbVh0Iey3N	0
Qu22xafi7mFCU06c	0
F2773WQJJPSU3IoR	2
qbpqfwlNDBITA3jz	0
n2wmFnpWVzYxMEJj	0
TtAowwrUfeqYBKEi	0
otn9dK9eYpRIeEWQ	1
GiMSxlLWFG1T7d9P	0
bfEBd4AzOnWLrOml	2
KsbKEh6iFdGTQ6uo	1
1XXtTo7jclYDM01q	0
aNs3Lh6hHVBTavAi	2
BgJd3RMxaEbe3Hid	0
1GbFnRXrXPqrpCW4	2
qdPtfZHW2k0tVRcI	0
qXf3guOTUPhLrvwR	0
HSipS5axWj7YfO2y	2
4nCh34TGKSv6Jbr9	0
A4JCm4Tdv1hlGQhX	2
kKp8v9OiCVAsrXJy	2
sFLuYySLjQBXqWYz	0
a5QB8drtqJDUT4mZ	2
ru9sqTGA50FYTqJh	2
V6oyK7cHtvNnCpd8	0
dzsc0gNtM7C8WbrD	0
ddC3Bec9FETmvoUD	2
JkcRR8F7JSfkRZKi	2
cSm5I2xHBOeccPT9	2
RrH92mWY7XpQcKkO	2
tjIDTbdaqxDZGvQj	2
cSqlNSZfEdZXY4ma	0
kejxExLJDI87K4UQ	1
DCcE53zn9Xo9mxJk	1
3OmwjwO6k8c58NWm	2
YtoiMWvb0TnlkYCc	2
pK675b4QtS5HFJya	2
ksqYatrp35MdUxPg	1
Fj6SnYTeRgXGzWmz	0
ks0CLeQHszAXYK3C	2
SZ1kGUf49QKCP0Vk	2
JQ1AWnW4Szn1Gx6R	1
SqyhQPg4rdlKj9IM	2
uMcRHHc9oOy1QTJr	0
HeAJdfTUJgLmwjlu	1
gw0sOKmDn4nqmiQQ	0
JsVEqgCxw6BEJObE	0
ZHaHva0NNHjptgA7	0
LmJCRqd6TUlcezl2	1
t0QLcUH7PU1tjS5y	1
UGj0Gc4dnKwRyPgH	2
renA2nBrAvscwcqI	1
t8f9tJmjTfWYd9V1	2
f9Qad5cK2A3UqR6G	0
LaU9Y51TeyxQIhEL	0
QG7QCaAm22UburHm	2
ckzZY91QIH2AQOWN	1
SiaFkt4tEOqPrBRd	1
zRSCsNBgQwQpUBJ1	2
RsXIGZjE7CxaqGer	2
DjgTu6NgkKx3LTTs	0
EzsIJggFjZtahgno	1
N9eY0aVfEFa9VndX	2
j3ziG3ogpVslOLmo	0
SMGpNvPWUfnaBP85	2
xVFt2QMceTIdVzll	0
3AptxExRruvQZLq5	2
283R1i7U2PLOfQ1M	0
Fvf2ZkricJtgHEwg	0
xEuG8z1sqRoe9haj	2
qPsnLDLurGpKWtyr	1
7pNlQ2KLpK2uFiJP	1
5X6GpVmjW7vc22Nq	1
UgjG7CGFACh9Enxa	0
i2XZFTQdvhEix8xf	2
4Klx0EvXNIkjiC9B	2
PTFVCz7fSgcGmjob	2
NSboaEmr2DO5OU1D	2
jRpwfjtX01eafOZy	0
uv1s7C1QzypGYFwn	1
4HVoTaryVgMhqdEr	0
N0M36apPNAkJqFp4	1
oUOpcIBYqcvl9gHI	0
hJomqRJLZArrrj9o	1
ZZ2DxfXLK6aKZ97x	0
K6I8gQuESqKnwRq7	1
Alfy0O5c34aAJ5oF	2
hqPN9uJpW53C4OeT	2
Xqkyiaoty6BbJmYH	1
1iYFRNCqTaWzZtkz	2
eGrHPvRtZjaeBtYc	1
pKO0KOdJ738g2tyg	2
FvFo6ROBnTk3N3Sx	1
Nw90hOAKoc39BICB	2
oPNgY3UnsnzTzFbn	0
MR0acHoTonw9ZHIN	2
bWFKDETTqbkGp4ON	0
oBVa2V09pjTjjNJq	2
jKTMmLYn6XEdiCWi	2
v25OcCeWjiVwearu	2
3mo2epWvkk3bZdw6	2
7Kjry9JnfNIdCvJo	0
xJ4KTSfvWv2L5FQ1	2
5Qf0Lwe2FkfrJ2Vn	2
JrhUkICQhiXTTnyz	2
u7DvJR8qnOuwdrpO	1
uPHatGKf4CeNGizo	1
qblmLw3CVxnMVXSp	2
McGBsB6ZmjGfIENU	0
ybtGCQFuc6jIe1uD	1
gq8aUE2GL9V3oyiY	1
3P9GhLDrwH3L8Tad	2
c2p8luleVSbAQI5C	0
pEQ7kzAOrjataK8z	2
As9d5koH3fTPsoiF	2
F4L4IeW3rHIlglrA	2
2zIEiOaEdhQ69vza	2
HQZuOZcYhqrIfTKU	0
iRUaYWqBIXHntd8m	1
bDGvaHYYWoC39EqR	2
qWwvrtU1LhsMIm6S	2
e3Bw9ggoWjAacMBG	0
hzblv2BccQJbXHm5	0
RHd3nNzgthFF4mDY	2
3O3XTziUckXqkphU	1
JgvM2cFQRLOjOqw3	2
9IDzaokAI0yY4wtY	1
2JMRa5OSUsSG1l8W	0
xFQi6NNQXSY22TpM	2
PH60pC5vbfkbijrm	2
MQJ8rrMceAoYwNVA	1
Ho5m2SOq0BHUASz5	2
GrkpwGJiRZJOpqMI	0
uIEhTRHX34fWqtX5	0
sXf0xjkLTcX5obq8	0
tasWlyuheDFaZhhU	0
hItJ5mviHElZaCzZ	0
IsqOzENaA8W34mlJ	2
SUFgzIyyoyxOE2zn	2
VjpU1sJEn332jvXK	1
6QqYetNOYL6VBIbt	0
louTtOLxBOBos82Q	1
KgOS4OHwjEb7atyt	0
X9KmJSO2lhLF8Js8	1
okfsIKTR7xBOMSI8	1
Pbhw6xU9ZI8A4No0	0
XNd1fteMkJOAUsNF	0
0S7q6ZA5z2OLxPLL	2
aVx8hgZgWCtZ2ET3	1
0IcgItxsIDh4AfYV	1
csKAPpZUsnz2Ni4I	1
dt5Byo4kU2bYrv0X	2
iCVXVXLZfwlF5yCh	2
Q5e5WjIYb6lgA2HG	1
lY2z6wSg8u6Px3mK	2
Fo0bms0kSZfwyVBr	1
rN2eqdvHvo6gotNI	2
sPqdosOzdBm306jx	2
r6YN2vSCVethxz7U	1
9mYsCHYLdt3h3Y05	0
bEoFrzNKqbvEMnCl	2
POd21VKtUvHmjVVm	2
JamAiwwyWMyJQ7FI	1
4A6wMP5490rGRwD5	2
BuLSbrllCMAX7ES5	2
kgD4ZpL5cdNZoFiT	2
U3etN8JaKZ0ukSs4	2
seNi0i6HK34Ccsen	2
ev9BnPsmtsDi0Gve	2
5IISA9eVeQBCMNvR	0
fAyVmcaCGrt78dMY	0
BfjPqsqpnT0QMqGr	2
CNJDjs7YMRBqBEKA	0
WA2xRykLvAqsYKtE	1
R8Pe0e3ujGYDpWGk	0
78nrnh6l7LDqKRfD	2
8is3mYsGuLWlIWgt	2
pHDCQ4fn2BtrLgo0	1
9Ss0IH7Os8kbQMza	2
XP9nU9jhtra947lX	0
SJ5U7T9gWNQeAT5C	2
30vTGa7UyrazgLIm	1
dDMynY3VYxdQE3Ff	0
Rn6ABFsnekXpfuVf	2
Aonpd916Gd48LWSf	0
5ZFscmonp3mEkZ29	0
gLGJZ0iHdTEZykWm	1
1e9Cm3i5vrkLH8MV	1
Q8bFyQUiqimvxmyL	2
4uElF8cgr9oStfJg	0
oeUqskXjgZUl2gVx	2
TbcsGISEvIyaICkV	2
Ha1SepVdTrLKRzFE	1
8KTvqgjacb2Rn88J	0
u3ohWBGbapb1yInF	1
w0WNbFD87Mafd63m	1
CtAyEAuGzo7Tbkcw	0
5U1uWgYI9SVm54vP	1
LejcN8Yobz0Psw5P	1
5pEdaaGavZbRVeGL	2
yWIrnONjmIqtrhjG	0
pXdfeQwBYbwMMgLt	2
ocsjsM2XuALJKLvC	2
MeKa348k09mrTRp2	2
40WX8srYhozZp5cu	2
gzQSiGC7mo5aM4ly	2
Zh4NoZuMfoXkTr2K	0
eZPlCuoJQK8fXz0U	1
nSiYg2UtVSok9M5I	0
hBExXKysGU73Cmiy	0
L5C0okLSHahv7vqM	2
leDdDy523UsTNnUn	1
MscUkLDvPOO5UZq6	1
NVg6h7jIrkvXOvno	0
pECfmm4ehRDTKFgH	1
JmsHx1v1NboMxXQZ	2
82mW0xV4XaItqVf8	1
X3RcQeZQoI4jnIwH	0
H57ky5Dk1NyxXqSl	2
oGWywEWBstWNQZOS	1
3hbkYeBdHBOkUYYS	1
aVebGOPnZlQUDOaU	0
XEDjYtyZJLsNg3CS	0
ushQrNIQeriqY7mM	1
0Vac7iFmXjUJVGzM	0
uQK3o3VIHRXnHmDS	0
FL6wgaUh6BIugSbc	1
2py6YGMquuicXLnJ	0
FayO4pGCYUcTMxX8	1
v9aR4HZQOPviqqr8	1
siuz53in61e6hMgw	2
A8jNsrP3l5AJyOei	2
PUsKMkashAGPOuCB	0
7BRVx6uk12keIiOh	2
h56twhdEbmaj2Uo2	0
ZXe8iKFZ6hlxnTOa	0
fcIfpdIUFbHkpsIU	2
NouGHMtfUIl48mSV	0
GBoVzFhRVVh3GCeR	0
ZraIgGmHHyfDIt1i	2
SHWhLq7mQx1d7ndp	0
avgTs7zU1n5fweGG	1
uW2sDUsyuZuVYZe6	0
tfcAF0ReeviAkEzy	1
infoCss3h2fYRo7i	0
r4WVLxYSG3YKvxw1	2
ennlUNyUi6e1aAbU	2
Ph9ji6VcnZKWxSUh	1
J56ep9mW1sYMKXtW	2
gsfA9AfnEj6UgEqc	2
ekv3x7bJkY2eJLVv	1
zNjiFIu3cKauMS0X	0
Sak8rqJqTf1fkGHG	2
vvdafHq9WfBotb19	2
7rLFHkrw7g8VozHQ	2
SnsNFmpoW0gtliT7	1
Vci5vOw8DLYaJrYy	1
CxtK5156ruIXGCH3	1
DEeFuHw6H8zgMWSQ	0
J2wwdAi9ZyacE3jb	2
3YZfMg7pcysuzDFq	1
XrvVEGcxnHbEXS5l	2
02XuK6NS1UEVvqBA	0
FqYUne7s6YoZ6JDG	2
ORk9VDKRr97dY6Gh	2
2gYIddWujsNfFLbf	1
IDE1wFV514aahWVh	2
vPtl787Z0gIM5JOE	2
TL65jM98dOTCChsz	2
k05xArtsgcmbTXPn	2
HFkKwUN14BujQbGA	0
EpNGOauOgDEglDuR	0
UqaHyDiAMH3mgzxX	2
42yqa7ufJQsG67g2	0
rINizG6dsV9mNSAU	0
Rm5osyyEZyqccv2H	0
xf8uunoR8Kd86xMP	2
OGipo0Qfik9EgjKp	0
frB58jMFDZ6OdQRL	0
uRUKEf8vQHgDvNDV	2
OU5YtnEMHNA2MxP7	1
XiNluBWEb7xYmOO1	2
fRka7uHLGhXddxEP	2
FdwC5pBgtB3JKbEx	2
F0NHCeYfTffmFUmD	0
6ml0j765LP0iDU5F	1
XgD3aTZ2Dkjfur8k	2
LzxzRKyLie61KC1J	2
NVsOIq5DMT53wYCs	1
eSKYSHUHo73iV6Tl	2
ghddZCtN9RUjrnvu	1
jyZMbENLMmlTv0v6	0
p7pna7upJIDwmq3i	1
F6n0x7KYoJJLpZNW	1
cBf06qQS4EPOaZ9w	0
oO5CkapfYUnKfBti	2
gE1oHYknpFHzdguj	2
lzaTlJwqNVBlepCJ	0
t1pU921noRdKKUdU	2
44p3424R707HpSjk	2
HmLcCmuZ2ASGREzW	2
MRJYz9LhafTresVk	1
QBB78rhPDfQ705bc	0
kbL0Jv7wMXVzTrIy	1
QPEobQlTentjgHWg	2
9V8rHygeIoEzw3k3	1
kP0P5ewWjqKFcVLx	0
kwrVvUWWTqHxRxZb	0
bQtttos4QNsYTSCs	2
BPYHeFMY36IF4xI4	1
EJrtCpC1XAUEzExF	1
j7YIYOwTlqOz5Les	0
45ShM7gXE4ROxael	1
bhGaBpjLs5oVU6sz	2
UKol5FZyuRQ0U5VZ	2
ZRXjIbcnxXNblVsY	2
ZotdFVTK0gN6lDOj	1
HsE6CGIHpr6jHVkT	0
pU6tpjWIIxrRtxda	0
Ho1LWsmNOMW9LUGN	0
0J0SahCvBC5Kvd94	1
Uy71xHgLW104geEC	0
IweOnBdaiRptO0lm	0
aM7k98MCAyQLIaDC	1
LlvrRB2Bi9kMyZaY	0
oydDWTLo9WLJCmDH	2
MGPp4XqsVDauR1e4	2
nl3fNjwTgcByChkv	2
8chxgtAZvwzPfJUc	2
O5fWG5aTUS4ae1ak	0
TNUh9abbpx5lQNrj	1
4YNTdoXCJAv55tI3	1
woO691XuDxLJypqA	1
4IN5w29Vv0MeMiLI	0
hgouQ4Br1cnEu1eM	0
PNVd9snq8RwoIR6d	2
7p5j84zqYtCYYIuc	2
MBNwrcv7SaM7y4Kt	1
G7V4PPEuZKEx5RQG	2
0ocbJ0nUIGaJ4LrB	2
yEvSyIAz1iYaRWQv	0
wJO1CnXGD4SXWvIm	2
uPciw4bpQEKlfIZz	0
6cK6X74Qs4pQxXTW	2
8jiN0zwbr0K2bPeq	2
KNzAZ71ou2dAYCDS	2
5qY0yC8mYcA7XYW4	1
otbmub8ivVyP40mC	0
pDWcc08FlLezCCiR	0
ch02cUhwIuEce9Gz	2
aTQjecEDtx4b8imi	1
dShVSzvXViAjGLTR	0
ogej9vEB04sJ8f14	2
Snf8LPMSTP9TPoH4	2
az9ZPz8Y0IwU3u9B	2
puDwhOuxlvYzStDI	2
Q8dEhy5Ak17emBF3	2
ZUSub27fxhvmliHS	2
5YImDjJ6UkpDYWAd	2
QtJtjPB8tGx0VWaG	1
o2iTaM0rrb942JQR	0
A3luZSFJEWrWv3SN	2
KcjQ6ecL7EE1HrNR	2
JFwBLEhX4D5ryfjR	2
x6Ne96VnTRIAI0PE	0
SdvjGjuTy9qEh4oF	1
jdeW3aOBTsYqeCc5	2
DhRTlF3Nz6fl7Go3	1
aX5bOExu1DDcFn1q	2
kjz82YnSXnnnSIIu	0
tVAyPTUJZOlgpGfD	2
UB3zqdaI7eLfcg0k	1
3ZTBoNTDOc2hGcb3	2
XsnwtL4PbzdfXQ4u	2
Nzj43YVPU5Cjt43N	2
fN9BlxCMVPnli0xm	0
NEZmA4SyoAPUT1dK	0
ZsWUyozfvhT7oJOV	1
t3w5zcB8T3OYRDUc	0
2c9JFnlW8lRYF75c	2
xQum9NqEyUA3DNsV	2
pbOvAfGMwiNOm8g7	1
ZxnZnFB5VreMMuVZ	1
5menwyvNz9Cv4T0C	1
9sZSSVcsAh959ka1	1
BaJLCps0EIRUlU6y	2
5gm2aGQjllxh8R0k	2
dV5YQiD5nOeSj4gK	2
ppOSKNMYdFQeavvp	2
FEe7zteQ07VUxKrN	2
TsZxJEwi5wd1GuId	0
fOjSKtRw00Q7jcR9	0
UkJhPl5gqUzBoAia	2
0K50WseXmv7TlVrc	1
zkNdnQaV0yr6r9uo	0
tSFNtMQ7rMk5bCOE	1
9TOc5H474YdlR8rI	2
TgR1yihQSGwvHBDn	0
IEENfYr06mjy31gH	1
Z2XADgGoNq98yMx4	0
kW7UE6ZUSXTj4z5J	1
sIEY3rc19g5MJcmM	2
tRTs6v1TodHoYD8m	0
TAsX9COHF2zK9vIt	0
R2L5BwtSsuWjspHw	0
0cHSlPdYW6jnM0of	1
s8LPZCvqA8Unc3I1	0
8MCBYQdmmFF2oTfk	0
zsYVvJ2qGtVmrmWy	0
4pwWG3E8Z1tnDQ5w	0
XHK0M5csLSu1Mqo9	1
C9YJPcfTtGTwTGnH	0
LwMoQ14XuRlG7Yxl	2
RsQEEDSh70dFoZSs	2
qcEY34fKAqRKYeBt	1
0AkPZY7iiTaWxxuJ	2
FDkpeoEpgzkt9CLl	0
IfP8YjVgXApnPmAi	0
w3HNIuNIyUm6x5C0	2
4vb552CdLUDnUVES	2
aAGFrZUTRxYSuFQd	1
ucIA4tSybhGElPG2	1
Ft0ExDIJkN3trvP9	0
QNpkabbD4g3wd0Rl	2
C3uEwtIn5S2vUq63	2
ow6gNWtOtdu4NByJ	1
DoTneHk8WL3R6mYF	0
BEm4IfWlPJFXJfg3	0
gGpIAcLo2rdcpafP	2
dW5b6vO3Y5e9G4z7	1
H7NlVQKlwUMAesY9	1
nOyEy1Sjscysr69n	1
OxcOuAq0CZNTAVIk	2
ogPoODnZPSdaem51	1
l2IPSotbnIRa2wxk	2
CF8ny3i6gxl6OTnJ	0
svLSWmfLvDAKyN8i	1
vPpb5lHsuVbo2nSk	2
mfl1l7FQPXnZbuMr	0
Kvi4MKAFKC8QYLTi	1
QmEgfpKNmWJu8vcA	1
7MqWyMWdFxPMY2t3	2
5iYIzrcRM9xwKykN	1
yYjWanfaLtqgfIKV	2
DF2kp50N2ROsgKJA	0
aH07eLyeaNU4NOpn	1
ZQpAz2tN3F39KgyB	1
yR2lkvZv6ehjTLNn	2
ng5QQr53eEMy76Io	0
3cD3X6xXlAMlTfuL	0
51tvkeOBO6UvXy8q	0
x9X8F3qYGZKPaLwf	2
vZix3nLiFroDwIri	1
f9WJ0ryU00Xc1ay5	2
pVbQJbzlKpiy8ep1	2
CEzGoHO4sTW24Fkn	2
6rfW5JEoSfw43gpg	1
IbknInlL4mdc5dCy	0
JWndw7urRNMYS7Vj	1
LGiDdlOaDucRwOOv	2
J5eCpulo8TnWnDCD	0
qsWZRK7Vs6w2feuo	0
ynQkFirfhmLvZhiD	0
iJJvcCLXeuqzKXfA	1
6KhMmM71oi3b8IMC	0
Re8hkzl3sT1csJPf	2
LhyuVhvyMihCDHhT	2
AAZMJbO5w29OFQcb	2
vC7iDff8SkKD8XZY	0
